payment_id,customer_id,payment_date,payment_amount,payment_method,check_number,bank_reference,remittance_name,invoice_reference,applied_flag,applied_date,applied_amount,unapplied_amount,payment_type,status,batch_session,batch_id,created_date,updated_date,updated_time,updated_by
501191,100456,2023-05-04,,,             RE,F244419383             Jo,hnston PLC,,2,1903-05-04,798.15,, 2,52,,20230504-123050,,,,N
501192,100162,2023-05-10,,17,98,                       Fo,ster Inc,,2,1903-05-10,0.0,, 1,93,,20230510-123051,,1908-11-15,,N
501193,100324,2024-01-14,,60,60,                       Ba,xter-Wheeler,,2,1904-01-14,1098.99,, 2,69,,20240114-124011,,,,
501194,100137,2024-01-07,,,             RE,F176056524             Wh,"itehead, Lane and Tran",,2,1904-01-07,7157.96,, 8,65,,20240107-124010,,,,ON
501195,100287,2024-12-07,,,             RE,F783304988             Pe,"ters, Collins and Leblanc",,0,,1074.01,, 1,65,,20241207-124120,,,,ON
501196,100402,2024-01-02,,62,30,                       Gr,aham Ltd,,2,1904-01-02,2680.64,, 7,81,,20240102-124010,,,,ON
501197,100393,2024-06-13,,83,70,                       Si,ms-Valentine,,2,1904-06-13,1288.93,, 6,55,,20240613-124061,,,,ON
501198,100393,2023-12-07,,,,                       Si,ms-Valentine,,2,1903-12-07,1158.59,, 7,86,,20231207-123120,,,,N
501199,100392,2024-09-15,,58,67,                       Th,omas-Martinez,,2,1904-09-15,940.32,, 2,62,,20240915-124091,,2009-02-04,,N
501200,100401,2023-07-29,,,             RE,F238990681             Ca,"stillo, Hughes and Smith",,2,1903-07-29,265.62,, 5,39,,20230729-123072,,,,
501201,100292,2023-10-18,,82,45,                       Re,ynolds-Diaz,,2,1903-10-18,497.76,, 1,46,,20231018-123101,,,,ON
501202,100087,2024-08-05,,,             RE,F169592568             St,okes-Mills,,2,1904-08-05,329.9,, 1,70,,20240805-124080,,,,
501203,100374,2024-06-19,,,             RE,F571036067             Mo,"rgan,",,2,1904-06-19,1477.96,, 4,49,,20240619-124061,,,,ON
501204,100445,2023-06-21,,,             RE,F872096372             WR,"IGHT, SCHWARTZ AND BELL",,2,1903-06-21,311.82,, 5,02,,20230621-123062,,,,N
501205,100382,2024-11-17,,,             RE,F725022565             Re,"ed, Maxwell and Silva",,2,1904-11-17,319.19,, 2,29,,20241117-124111,,,,N
501206,100245,2023-02-11,,62,89,                       Ab,bott-Wallace,,0,,539.27,, 5,05,,20230211-123021,,,,ON
501207,100461,2024-11-02,,93,67,                       Le,"wis, Nelson and Cuevas",,2,1904-11-02,11217.32,, 2,65,,20241102-124110,,,,
501208,100498,2024-11-16,,,             RE,F757350586             Ro,"cha, Smith and Henderson",,2,1904-11-16,1765.25,, 7,16,,20241116-124111,,,,
501209,100477,2024-04-01,,14,78,                       Kr,ause Ltd,,2,1904-04-01,42302.52,, 9,97,,20240401-124040,,,,
501210,100016,2023-04-06,,96,99,                       Ki,ng Group,,2,1903-04-06,5190.63,, 4,27,,20230406-123040,,,,
501211,100176,2023-11-05,,,,                       Da,"vis, Castillo and Morton",,0,,881.24,, 1,19,,20231105-123110,,,,
501212,100005,2024-09-30,,,             RE,F766269989             We,"st, Henderson and Ramirez",,2,1904-09-30,2744.16,, 4,25,,20240930-124093,,,,
501213,100367,2024-08-08,,,             RE,F527734396             JA,CKSON-PAYNE,,2,1904-08-08,6639.44,, 2,47,,20240808-124080,,,,
501214,100335,2024-02-22,,,             RE,F245473738             Wa,tkins-Castaneda,,2,1904-02-22,1898.02,, 3,88,,20240222-124022,,,,N
501215,100008,2023-09-25,,,             RE,F811740695             Go,mez PLC,,2,1903-09-25,1756.65,, 6,53,,20230925-123092,,,,
501216,100346,2024-03-08,,13,58,                       El,"lis, Roberts and Gutierrez",,2,1904-03-08,1442.16,, 9,58,,20240308-124030,,2008-07-13,,
501217,100027,2023-12-24,,,             RE,F972813164             WI,"LLIAMS, ROBERTS AND EDWARDS",,0,,0.0,, 7,39,,20231224-123122,,,,ON
501218,100275,2023-06-26,,,             RE,F640473443             Lo,"ve, Thompson and Krause",,2,1903-06-26,458.03,, 4,93,,20230626-123062,,,,
501219,100089,2024-11-25,,,             RE,F423641591             Mo,"reno, Barajas and Colon",,2,1904-11-25,0.0,, 2,34,,20241125-124112,,,,
501220,100157,2023-10-06,,,             RE,F467814410             Ac,osta-Lopez,,2,1903-10-06,0.0,, 9,89,,20231006-123100,,,,
501221,100145,2023-04-08,,60,92,                       Gu,"erra, Fox and Patel",,2,1903-04-08,978.04,, 7,54,,20230408-123040,,,,
501222,100152,2024-11-23,,,             RE,F344451574             Bu,rton PLC,,2,1904-11-23,0.0,, 3,41,,20241123-124112,,,,ON
501223,100320,2024-12-27,,,             RE,F913274240             Jo,nes-White,,2,1904-12-27,1662.74,, 7,26,,20241227-124122,,,,N
501224,100090,2023-04-01,,,             RE,F648074353             Jo,hnson Ltd,,2,1903-04-01,827.52,, 6,53,,20230401-123040,,,,
501225,100341,2023-10-03,,,             RE,F332893136             Br,"ock, Mcguire and Miller",,2,1903-10-03,391.25,, 6,09,,20231003-123100,,,,
501226,100209,2024-07-07,,,             RE,F772806818             Le,"e, Olsen and Simpson",,2,1904-07-07,658.78,, 2,81,,20240707-124070,,,,
501227,100127,2024-04-22,,15,64,                       Cr,uz-Perez,,2,1904-04-22,9969.88,, 4,84,,20240422-124042,,,,
501228,100239,2024-02-26,,,             RE,F766708798             Ca,mpos-Fisher,,2,1904-02-26,128.83,, 4,79,,20240226-124022,,,,N
501229,100325,2023-09-02,,13,76,                       My,ers Ltd,,2,1903-09-02,1265.61,, 9,39,,20230902-123090,,,,
501230,100132,2023-12-07,,64,23,                       Sm,"ith, Zimmerman and Wise",,0,,33369.71,, 1,77,,20231207-123120,,,,
501231,100456,2024-07-25,,,             RE,F934273381             JO,HNSTON PLC,,2,1904-07-25,1941.59,, 3,53,,20240725-124072,,,,
501232,100177,2023-11-09,,,             RE,F394755780             Re,yes-Pope,,2,1903-11-09,233.13,, 5,20,,20231109-123110,,,,
501233,100022,2023-12-05,,,             RE,F225076980             La,ndry-Huerta,,2,1903-12-05,0.0,, 1,62,,20231205-123120,,,,N
501234,100359,2024-06-16,,,             RE,F568868156             He,"rrera, Shepard and Williams",,2,1904-06-16,46766.34,, 4,47,,20240616-124061,,,,N
501235,100136,2024-10-29,,,             RE,F174292686             Ro,bertson-Jones,,2,1904-10-29,0.0,, 8,11,,20241029-124102,,2020-08-27,,
501236,100313,2023-07-21,,,             RE,F282873367             Wi,lliams-Robinson,,2,1903-07-21,9935.12,, 3,29,,20230721-123072,,,,N
501237,100216,2023-05-10,,,             RE,F179768194             Br,own LLC,,2,1903-05-10,45926.96,, 7,18,,20230510-123051,,,,N
501238,100201,2023-08-26,,,,                       Th,"omas, Harris and Soto",,0,,4221.36,, 4,42,,20230826-123082,,,,
501239,100400,2024-05-24,,,             RE,F191820571             Pe,"rez, Cole and Boyd",,2,1904-05-24,360.74,, 8,04,,20240524-124052,,,,N
501240,100374,2023-07-05,,,             RE,F754268593             Mo,"rgan, Rogers and Yang",,2,1903-07-05,750.05,, 5,09,,20230705-123070,,,,
501241,100257,2024-06-13,,,             RE,F988140365             Ma,"rtin, Roberts and Cohen",,2,1904-06-13,0.0,, 3,06,,20240613-124061,,,,
501242,100207,2023-09-03,,,,                       Je,nsen Inc,,2,1903-09-03,583.28,, 8,44,,20230903-123090,,,,
501243,100312,2024-01-09,,,             RE,F680728486             Au,stin-Hodges,,2,1904-01-09,476.2,, 4,17,,20240109-124010,,,,ON
501244,100083,2023-10-01,,,,                       Wi,lson Ltd,,2,1903-10-01,0.0,, 5,30,,20231001-123100,,,,
501245,100272,2023-05-19,,,             RE,F296138761             Wa,"llace, Allen and Thompson",,0,,5432.35,, 4,91,,20230519-123051,,,,N
501246,100286,2023-07-16,,,             RE,F470544613             Bu,rch PLC,,2,1903-07-16,1014.75,, 7,99,,20230716-123071,,,,
501247,100332,2023-05-15,,,             RE,F547834126             Jo,nes-Rivera,,2,1903-05-15,10357.81,, 3,68,,20230515-123051,,,,N
501248,100251,2024-01-28,,,             RE,F972282064             Mu,rphy PLC,,2,1904-01-28,754.9,, 6,46,,20240128-124012,,,,
501249,100378,2024-03-03,,56,21,                       Gr,imes-Lane,,2,1904-03-03,505.2,, 2,55,,20240303-124030,,,,
501250,100027,2024-02-28,,31,36,                       Wi,"lliams, Roberts and Edwards",,0,,1147.37,, 6,06,,20240228-124022,,,,
501251,100402,2024-02-03,,,             RE,F646964890             Gr,aham Ltd,,2,1904-02-03,0.0,, 8,34,,20240203-124020,,,,
501252,100037,2024-06-11,,,             RE,F417948026             Lo,"pez, Holmes and Mcintyre",,2,1904-06-11,6642.81,, 5,79,,20240611-124061,,,,
501253,100159,2024-01-19,,,             RE,F393074835             CA,"RSON, ELLIOTT AND ALVARADO",,2,1904-01-19,8963.81,, 2,23,,20240119-124011,,,,
501254,100186,2023-05-25,,32,33,                       Ke,lley and Sons,,2,1903-05-25,0.0,, 9,89,,20230525-123052,,,,ON
501255,100000,2024-01-15,,50,63,                       Fi,gueroa and Sons,,2,1904-01-15,432.2,, 8,64,,20240115-124011,,,,N
501256,100357,2023-11-08,,69,93,                       Da,"vis, Shelton and Vasquez",,2,1903-11-08,455.02,, 4,04,,20231108-123110,,,,N
501257,100363,2024-01-21,,97,88,                       Ga,rcia-Rivas,,2,1904-01-21,0.0,, 3,47,,20240121-124012,,,,
501258,100365,2024-12-09,,,             RE,F562330008             Li,vingston-Leblanc,,2,1904-12-09,2027.19,, 1,35,,20241209-124120,,,,N
501259,100363,2023-09-26,,17,51,                       Ga,rcia-Rivas,,2,1903-09-26,883.19,, 6,11,,20230926-123092,,,,
501260,100025,2024-07-20,,,             RE,F187302284             Ki,"ng, Thompson and Guerrero",,2,1904-07-20,16549.6,, 2,69,,20240720-124072,,,,ON
501261,100365,2023-09-09,,,             RE,F886934574             Li,vingston-Leblanc,,2,1903-09-09,1432.43,, 4,18,,20230909-123090,,,,
501262,100195,2023-08-10,,,             RE,F283359515             Da,"vies, Archer and Owens",,2,1903-08-10,0.0,, 7,09,,20230810-123081,,,,
501263,100475,2024-03-13,,,             RE,F958617679             Li,vingston-Grant,,0,,14465.57,, 8,90,,20240313-124031,,,,
501264,100131,2024-07-08,,,             RE,F721038761             Ch,"avez, Carney and Hammond",,2,1904-07-08,16164.99,, 2,81,,20240708-124070,,,,
501265,100308,2024-04-19,,,             RE,F168840969             Va,zquez Group,,2,1904-04-19,4384.56,, 5,66,,20240419-124041,,2018-07-04,,N
501266,100008,2023-04-21,,,,                       Go,mez PLC,,0,,454.61,, 2,29,,20230421-123042,,,,
501267,100178,2024-01-04,,,             RE,F751476849             Co,rdova-Holmes,,2,1904-01-04,0.0,, 3,64,,20240104-124010,,,,
501268,100069,2024-07-21,,33,67,                       Sa,"nchez, Phillips and Jenkins",,2,1904-07-21,1650.14,, 4,39,,20240721-124072,,,,
501269,100063,2023-12-03,,28,50,                       Ma,xwell-Vaughn,,0,,1122.31,, 5,92,,20231203-123120,,,,
501270,100342,2023-11-28,,92,28,                       Wh,eeler PLC,,2,1903-11-28,1305.25,, 8,81,,20231128-123112,,2019-01-23,,
501271,100431,2024-01-05,,,             RE,F256003799             Da,"y,",,2,1904-01-05,3682.62,, 7,19,,20240105-124010,,,,
501272,100492,2024-11-28,,,             RE,F638464746             My,ers and Sons,,2,1904-11-28,4168.09,, 8,41,,20241128-124112,,,,
501273,100422,2024-08-23,,,,                       Ce,rvantes PLC,,2,1904-08-23,1455.92,, 4,68,,20240823-124082,,,,
501274,100431,2023-07-11,,,             RE,F328532699             Da,"y, Khan and Aguilar",,2,1903-07-11,5085.58,, 8,90,,20230711-123071,,,,N
501275,100082,2024-01-26,,,             RE,F583374969             Co,nley Ltd,,2,1904-01-26,0.0,, 6,09,,20240126-124012,,,,
501276,100195,2024-11-12,,84,99,                       Da,"vies, Archer and Owens",,2,1904-11-12,0.0,, 3,72,,20241112-124111,,,,
501277,100048,2024-06-16,,,             RE,F660209549             Al,len Inc,,2,1904-06-16,1039.49,, 1,24,,20240616-124061,,2014-11-19,,
501278,100095,2024-07-24,,,             RE,F877597654             Jo,hnson-Williams,,2,1904-07-24,3325.71,, 8,62,,20240724-124072,,,,
501279,100065,2024-01-03,,22,47,                       Jo,"nes, Gibson and Ward",,0,,33126.02,, 4,55,,20240103-124010,,,,
501280,100310,2024-06-11,,,             RE,F788890731             Ma,"ddox, Perez and Watkins",,2,1904-06-11,661.39,, 1,22,,20240611-124061,,,,
501281,100358,2024-02-22,,,             RE,F265388911             Ra,ngel-Khan,,0,,1292.45,, 8,35,,20240222-124022,,,,ON
501282,100389,2023-11-06,,,             RE,F839011522             Fl,ores-Estrada,,2,1903-11-06,1926.61,, 6,50,,20231106-123110,,,,
501283,100366,2023-10-29,,87,17,                       Be,nnett-Lee,,2,1903-10-29,418.98,, 5,72,,20231029-123102,,,,
501284,100178,2023-07-27,,,             RE,F755456471             Co,rdova-Holmes,,2,1903-07-27,45505.9,, 2,04,,20230727-123072,,,,
501285,100485,2024-02-14,,,,                       Sm,"ith, Villarreal and Graham",,2,1904-02-14,48179.39,, 7,56,,20240214-124021,,,,
501286,100015,2024-10-22,,29,66,                       Ke,nnedy-Schmidt,,2,1904-10-22,1218.56,, 3,05,,20241022-124102,,,,ON
501287,100386,2023-02-18,,22,22,                       Tu,"cker, Mcdonald and Sloan",,0,,8743.7,, 8,14,,20230218-123021,,,,
501288,100470,2024-09-06,,,             RE,F764276835             An,derson and Sons,,2,1904-09-06,8061.04,, 2,01,,20240906-124090,,,,
501289,100111,2024-01-07,,,,                       WR,"IGHT, SCOTT AND EVANS",,2,1904-01-07,605.82,, 7,81,,20240107-124010,,,,
501290,100164,2023-07-19,,34,90,                       Sa,"ndoval, Anderson and Carter",,2,1903-07-19,2285.0,, 8,13,,20230719-123071,,,,
501291,100447,2024-06-08,,,             RE,F395561932             Mu,rphy and Sons,,2,1904-06-08,10108.58,, 3,62,,20240608-124060,,,,ON
501292,100257,2024-11-17,,,,                       Ma,"rtin, Roberts and Cohen",,2,1904-11-17,1390.69,, 6,66,,20241117-124111,,,,
501293,100396,2023-07-16,,,,                       Pr,"ice,",,2,1903-07-16,645.97,, 3,95,,20230716-123071,,,,
501294,100353,2023-04-04,,23,73,                       Go,odwin-Green,,2,1903-04-04,0.0,, 9,55,,20230404-123040,,,,N
501295,100499,2024-06-07,,,,                       Gr,"egory, Yang and Owens",,0,,5637.66,, 7,88,,20240607-124060,,,,
501296,100271,2023-04-08,,,             RE,F542827648             Do,uglas-Vega,,0,,1690.6,, 6,40,,20230408-123040,,,,ON
501297,100289,2024-06-07,,,             RE,F867870800             Ca,rpenter-Fletcher,,0,,0.0,, 9,94,,20240607-124060,,,,ON
501298,100191,2024-03-22,,,             RE,F262436696             Cr,"oss, Brooks and Sullivan",,2,1904-03-22,977.49,, 1,54,,20240322-124032,,,,ON
501299,100280,2024-01-07,,87,28,                       Da,"vis, Grant and Rodriguez",,2,1904-01-07,981.55,, 1,26,,20240107-124010,,,,
501300,100033,2024-03-11,,,             RE,F129720046             Mi,tchell and Sons,,2,1904-03-11,1111.99,, 8,69,,20240311-124031,,,,ON
501301,100486,2023-08-12,,,,                       Co,oper-Mcpherson,,2,1903-08-12,0.0,, 3,74,,20230812-123081,,,,
501302,100283,2024-10-31,,,             RE,F554463679             Bu,chanan Inc,,2,1904-10-31,688.99,, 6,90,,20241031-124103,,,,
501303,100230,2023-06-23,,40,18,                       Ly,nn-Ray,,2,1903-06-23,7297.03,, 2,46,,20230623-123062,,,,
501304,100082,2024-04-02,,41,59,                       Co,nley Ltd,,2,1904-04-02,0.0,, 8,40,,20240402-124040,,,,
501305,100120,2024-12-17,,77,33,                       Ha,"rt, Stone and Welch",,2,1904-12-17,32928.86,, 5,54,,20241217-124121,,2007-08-04,,N
501306,100075,2023-06-07,,,             RE,F209812621             Ro,driguez-Hernandez,,2,1903-06-07,4102.71,, 2,55,,20230607-123060,,,,N
501307,100299,2023-09-28,,,,                       Ha,rrison Inc,,2,1903-09-28,0.0,, 9,85,,20230928-123092,,,,
501308,100473,2024-11-13,,,,                       Ra,msey PLC,,0,,1044.53,, 5,36,,20241113-124111,,,,
501309,100414,2024-12-16,,,             RE,F167593093             Go,rdon and Sons,,2,1904-12-16,12043.21,, 7,95,,20241216-124121,,,,
501310,100011,2024-05-19,,14,74,                       Gr,"iffin, Moore and Hensley",,2,1904-05-19,0.0,, 9,61,,20240519-124051,,,,
501311,100239,2023-11-20,,,             RE,F920552538             Ca,mpos-Fisher,,2,1903-11-20,0.0,, 3,60,,20231120-123112,,,,
501312,100304,2024-11-04,,,             RE,F100834502             Kn,"ight, Blackwell and Huerta",,2,1904-11-04,259.49,, 5,40,,20241104-124110,,2004-03-22,,
501313,100238,2023-11-20,,,             RE,F885774294             Sm,ith-Moore,,0,,8170.02,, 1,69,,20231120-123112,,,,
501314,100421,2023-11-28,,,             RE,F759354365             Th,omas Inc,,2,1903-11-28,1051.01,, 4,57,,20231128-123112,,,,
501315,100365,2024-08-12,,,,                       Li,vingston-Leblanc,,0,,283.91,, 3,44,,20240812-124081,,,,
501316,100030,2024-10-10,,,,                       Gl,"ass,",,2,1904-10-10,620.25,, 3,56,,20241010-124101,,,,ON
501317,100267,2023-08-14,,,             RE,F531900836             Pa,"rks, King and Rogers",,2,1903-08-14,354.48,, 6,31,,20230814-123081,,,,
501318,100042,2024-10-23,,48,08,                       Wa,rren Ltd,,2,1904-10-23,499.69,, 9,29,,20241023-124102,,2013-05-02,,
501319,100071,2024-05-08,,,             RE,F563297096             Ro,gers LLC,,2,1904-05-08,1672.99,, 8,87,,20240508-124050,,,,
501320,100241,2024-08-08,,,             RE,F251211139             Co,ok,,2,1904-08-08,0.0,, 9,83,,20240808-124080,,,,
501321,100480,2023-05-06,,34,23,                       Co,ok,,2,1903-05-06,0.0,, 4,69,,20230506-123050,,2015-02-23,,
501322,100023,2023-05-27,,,,                       Ri,vas-Scott,,2,1903-05-27,4943.46,, 9,03,,20230527-123052,,,,
501323,100190,2023-06-05,,48,90,                       Gr,iffith and Sons,,2,1903-06-05,1444.84,, 4,81,,20230605-123060,,,,N
501324,100237,2024-05-29,,98,23,                       Ho,we LLC,,2,1904-05-29,1269.95,, 2,47,,20240529-124052,,,,
501325,100227,2024-03-08,,,             RE,F481954835             Mo,ran-Shah,,2,1904-03-08,5816.66,, 5,14,,20240308-124030,,,,N
501326,100227,2024-04-11,,93,27,                       Mo,ran-Shah,,0,,10364.54,, 1,85,,20240411-124041,,,,ON
501327,100264,2024-12-29,,22,91,                       Ta,nner-Sanford,,0,,0.0,, 3,67,,20241229-124122,,,,ON
501328,100357,2024-01-07,,32,81,                       Da,"vis, Shelton and Vasquez",,2,1904-01-07,242.78,, 3,88,,20240107-124010,,2018-07-27,,
501329,100201,2024-06-10,,73,05,                       Th,"omas, Harris and Soto",,2,1904-06-10,9330.81,, 6,28,,20240610-124061,,,,ON
501330,100208,2023-08-11,,30,44,                       Fi,gueroa-Ward,,2,1903-08-11,127.24,, 9,03,,20230811-123081,,,,
501331,100387,2023-10-01,,,             RE,F341733654             Br,"ady, Garcia and Odonnell",,2,1903-10-01,0.0,, 8,27,,20231001-123100,,,,
501332,100496,2024-06-26,,,             RE,F600494651             Sa,ntos-Monroe,,2,1904-06-26,0.0,, 3,62,,20240626-124062,,,,
501333,100041,2023-12-09,,78,39,                       Br,ooks-Hatfield,,2,1903-12-09,567.55,, 8,19,,20231209-123120,,,,
501334,100406,2024-06-03,,,             RE,F720628336             Br,own-Hudson,,2,1904-06-03,569.97,, 8,44,,20240603-124060,,,,N
501335,100431,2023-10-15,,,             RE,F607808209             Da,"y, Khan and Aguilar",,2,1903-10-15,2559.96,, 4,01,,20231015-123101,,,,ON
