invoice_number,customer_id,invoice_date,due_date,ship_date,po_number,reference1,reference2,invoice_amount,tax_amount,freight_amount,discount_amount,amount_paid,current_balance,status,hold_flag,dispute_flag,dispute_reason,payment_terms,document_type,division,gl_account,gl_post_date,gl_posted_flag,created_date,updated_date,updated_time,updated_by,batch_session
1001154,100173,2023-06-03,2023-07-03,2023-05-31,PO-66333,deploy front-end web-readiness,,9462.78,201.42,76.76,,,,00,1,1,200,,, 12,30603Y1230,,2,,,, 677022,
1001155,100097,2024-06-12,2024-07-12,2024-06-07,PO-28690,revolutionize proactive users,,492.62,5.36,0.0,,,,00,1,1,200,,, 12,40612Y1240,,7,,,, 321101,
1001156,100278,2024-03-16,2024-04-30,2024-03-11,,matrix out-of-the-box platform,,42412.62,1231.67,11.58,,,,00,1,1,200,,, 12,40316Y1240,,9,,,, 569164,
1001157,100415,2023-07-27,2023-08-11,2023-07-25,PO-37782,engage best-of-breed e-markets,,549.32,16.39,0.0,0.0,,,00,1,1,200,,, 12,30727Y1230,,3,,,, 776473,
1001158,100200,2023-10-10,2023-11-09,2023-10-09,PO-16224,morph robust e-commerce,,1306.12,16.21,0.0,,,,00,1,1,200,,, 12,31010Y1231,,3,,,, 486130,
1001159,100300,2023-11-02,2023-12-17,2023-11-01,PO-69389,disintermediate innovative sch,,6227.59,40.38,0.0,,,,00,1,1,200,,, 12,31102Y1231,,3,,,, 711214,
1001160,100429,2023-03-15,2023-03-30,2023-03-10,PO-59265,brand seamless convergence,,498.08,37.67,62.38,,,,00,1,1,200,,, 12,30315Y1230,2015-12-31,2,,,, 410810,
1001161,100441,2024-03-19,2024-04-03,2024-03-15,,disintermediate wireless e-tai,,1194.86,72.25,0.0,0.0,,,00,1,1,200,,, 12,40319Y1240,,2,,,, 409904,
1001162,100078,2024-07-01,2024-07-16,2024-06-30,,deliver scalable functionaliti,,1163.48,42.6,0.0,0.0,,,00,1,1,200,,, 12,40701Y1240,,0,,,, 424632,
1001163,100302,2024-11-11,2024-12-11,2024-11-09,,utilize robust channels,,656.91,64.04,0.0,,,,00,1,1,200,,, 12,41111Y1241,,1,,,, 408733,
1001164,100415,2023-09-10,2023-09-25,2023-09-09,PO-13009,facilitate killer action-items,,454.33,44.03,0.0,,,,00,1,1,200,,, 12,30910Y1230,,9,,,, 595952,
1001165,100083,2023-12-18,2024-02-01,2023-12-14,,incentivize vertical methodolo,,4581.94,53.94,97.23,,,,00,1,1,200,,, 12,31218Y1231,,3,,,, 424536,
1001166,100298,2024-05-16,2024-06-30,2024-05-11,PO-95221,syndicate sticky applications,,9487.28,687.26,0.0,,,,00,1,1,200,,, 12,40516Y1240,,1,,,, 645478,
1001167,100074,2023-03-20,2023-04-04,2023-03-17,PO-96977,envisioneer compelling methodo,,1383.07,77.61,0.0,0.0,,,00,1,1,200,,, 12,30320Y1230,2020-12-30,6,,,, 828910,
1001168,100300,2023-04-15,2023-05-30,2023-04-12,PO-29216,repurpose leading-edge channel,,6490.06,221.53,0.0,,,,00,1,1,200,,, 12,30415Y1230,,2,,,, 793023,
1001169,100145,2023-07-31,2023-08-15,2023-07-30,PO-38394,harness proactive web services,,184.15,10.14,0.0,,,,00,1,1,200,,, 12,30731Y1230,2031-12-30,8,,,, 689083,
1001170,100255,2024-03-06,2024-04-05,2024-03-03,PO-25753,integrate robust web services,,1655.74,16.27,88.23,0.0,,,00,1,1,200,,, 12,40306Y1240,,8,,,, 984272,
1001171,100103,2024-09-07,2024-10-07,2024-09-04,PO-45638,maximize rich interfaces,,1598.99,63.75,0.0,,,,00,1,1,200,,, 12,40907Y1240,,1,,,, 142532,
1001172,100453,2024-01-08,2024-02-07,2024-01-07,PO-77357,enable extensible architecture,,253.02,24.27,0.0,,,,00,1,1,200,,, 12,40108Y1240,,2,,,, 729557,
1001173,100209,2023-05-28,2023-06-27,2023-05-27,PO-90201,generate front-end action-item,,1833.21,71.36,11.68,0.0,,,00,1,1,200,,, 12,30528Y1230,,3,,,, 963565,
1001174,100437,2023-02-13,2023-03-15,2023-02-08,PO-20499,utilize strategic technologies,,8690.05,41.64,0.0,,,,00,1,1,200,,, 12,30213Y1230,2013-12-30,7,,,, 760458,
1001175,100325,2023-08-13,2023-08-28,2023-08-11,PO-78394,re-contextualize magnetic web-,,331.69,24.47,0.0,,,,00,1,1,200,,, 12,30813Y1230,,4,,,, 710756,
1001176,100235,2023-07-22,2023-09-05,2023-07-19,,grow transparent vortals,,6778.66,425.01,0.0,,,,00,1,1,200,,, 12,30722Y1230,,2,,,, 562054,
1001177,100235,2023-10-10,2023-11-24,2023-10-06,PO-88159,deliver rich solutions,,6389.52,249.66,0.0,0.0,,,00,1,1,200,,, 12,31010Y1231,,3,,,, 461287,
1001178,100009,2024-08-05,2024-08-20,2024-08-03,PO-88878,leverage B2B supply-chains,,599.92,5.52,72.5,0.0,,,00,1,1,200,,, 12,40805Y1240,,8,2072-05-12,,, 906473,
1001179,100414,2024-04-06,2024-05-21,2024-04-05,PO-36009,streamline clicks-and-mortar c,,16859.56,669.79,0.0,,,,00,1,1,200,,, 12,40406Y1240,,5,,,, 575913,
1001180,100124,2023-06-13,2023-07-13,2023-06-09,,envisioneer robust relationshi,,1802.68,23.92,35.79,0.0,,,00,1,1,200,,, 12,30613Y1230,,1,,,, 182995,
1001181,100246,2024-09-14,2024-10-29,2024-09-09,,transform viral relationships,,1095.77,93.09,16.43,,,,00,1,1,200,,, 12,40914Y1240,,9,,,, 218090,
1001182,100118,2024-02-16,2024-03-17,2024-02-11,PO-55215,integrate back-end platforms,,1550.61,36.9,0.0,,,,00,1,1,200,,, 12,40216Y1240,,2,,,, 227154,
1001183,100102,2023-05-02,2023-05-17,2023-04-29,PO-32111,cultivate value-added supply-c,,592.86,4.41,0.0,,,,00,1,1,200,,, 12,30502Y1230,2002-12-30,6,,,, 438713,
1001184,100025,2023-02-01,2023-03-03,2023-01-29,PO-40999,incubate one-to-one ROI,,11338.3,448.53,0.0,,,,00,1,1,200,,, 12,30201Y1230,2001-12-30,7,,,, 314843,
1001185,100364,2024-01-20,2024-02-19,2024-01-18,PO-75491,envisioneer efficient models,,3251.13,33.04,0.0,,,,00,1,1,200,,, 12,40120Y1240,,8,,,, 638329,
1001186,100091,2024-02-11,2024-03-12,2024-02-09,,exploit dynamic e-markets,,46182.67,347.19,63.91,0.0,,,00,1,1,200,,, 12,40211Y1240,,3,,,, 373781,
1001187,100275,2023-10-13,2023-10-28,2023-10-09,PO-89494,harness front-end content,,937.53,39.36,0.0,,,,00,1,1,200,,, 12,31013Y1231,,2,,,, 345224,
1001188,100404,2023-04-27,2023-05-12,2023-04-24,PO-54364,morph B2C portals,,966.84,79.89,53.94,0.0,,,00,1,1,200,,, 12,30427Y1230,,3,,,, 700231,
1001189,100399,2023-05-20,2023-06-19,2023-05-16,PO-25596,optimize interactive bandwidth,,1009.36,74.57,0.0,0.0,,,00,1,1,200,,, 12,30520Y1230,2020-12-31,0,,,, 601556,
1001190,100373,2023-09-25,2023-10-10,2023-09-24,PO-10295,enhance intuitive initiatives,,309.96,26.68,0.0,0.0,,,00,1,1,200,,, 12,30925Y1230,,1,,,, 666881,
1001191,100077,2023-04-22,2023-05-22,2023-04-19,PO-21296,innovate enterprise functional,,175.92,14.79,0.0,,,,00,1,1,200,,, 12,30422Y1230,,4,,,, 811717,
1001192,100463,2023-07-12,2023-09-10,2023-07-08,PO-19550,embrace interactive web servic,,34679.98,51.44,0.0,0.0,,,00,1,1,200,,, 12,30712Y1230,,5,,,, 782939,
1001193,100410,2023-03-04,2023-04-03,2023-02-28,PO-87879,morph ubiquitous infrastructur,,9433.6,68.63,0.0,,,,00,1,1,200,,, 12,30304Y1230,,0,,,, 684608,
1001194,100316,2024-06-27,2024-07-27,2024-06-22,,e-enable sticky applications,,5808.34,396.05,0.0,,,,00,1,1,200,,, 12,40627Y1240,,1,,,, 116951,
1001195,100085,2024-06-19,2024-08-03,2024-06-14,PO-88410,iterate enterprise web service,,2141.87,196.75,79.84,0.0,,,00,1,1,200,,, 12,40619Y1240,,0,,,, 824992,
1001196,100135,2023-08-10,2023-09-09,2023-08-05,PO-18653,synthesize transparent schemas,,1113.25,32.49,0.0,0.0,,,00,1,1,200,,, 12,30810Y1230,,5,2072-10-23,,, 188095,
1001197,100154,2023-07-31,2023-08-30,2023-07-27,,integrate magnetic portals,,412.1,25.8,0.0,0.0,,,00,1,1,200,,, 12,30731Y1230,2031-12-30,9,,,, 670392,
1001198,100214,2024-07-05,2024-08-04,2024-07-01,,mesh sticky initiatives,,5028.21,240.15,0.0,0.0,,,00,1,1,200,,, 12,40705Y1240,,2,,,, 743851,
1001199,100033,2024-02-15,2024-03-01,2024-02-11,PO-29649,transform extensible synergies,,1494.94,99.22,0.0,,,,00,1,1,200,,, 12,40215Y1240,,2,,,, 702504,
1001200,100485,2023-03-04,2023-04-18,2023-02-27,PO-74737,unleash bleeding-edge communit,,24640.91,1225.21,83.7,,,,00,1,1,200,,, 12,30304Y1230,2004-12-30,9,,,, 140034,
1001201,100420,2024-09-29,2024-10-29,2024-09-27,PO-41127,repurpose clicks-and-mortar co,,6789.75,216.09,0.0,,,,00,1,1,200,,, 12,40929Y1240,,0,,,, 154391,
1001202,100371,2023-09-21,2023-10-21,2023-09-17,PO-14015,implement efficient markets,,3423.94,10.24,36.04,0.0,,,00,1,1,200,,, 12,30921Y1230,,0,,,, 230889,
1001203,100089,2023-11-27,2023-12-27,2023-11-24,,envisioneer ubiquitous deliver,,703.27,38.1,34.26,,,,00,1,1,200,,, 12,31127Y1231,,2,,,, 512272,
1001204,100244,2023-03-18,2023-04-17,2023-03-16,PO-85504,exploit synergistic architectu,,1268.47,24.88,0.0,0.0,,,00,1,1,200,,, 12,30318Y1230,2018-12-30,9,,,, 927887,
1001205,100209,2024-11-21,2024-12-21,2024-11-17,,orchestrate ubiquitous vortals,,1694.56,37.65,54.62,0.0,,,00,1,1,200,,, 12,41121Y1241,,2,,,, 817718,
1001206,100363,2023-07-16,2023-08-15,2023-07-12,,streamline ubiquitous niches,,924.4,17.25,72.24,0.0,,,00,1,1,200,,, 12,30716Y1230,2016-12-30,7,,,, 280205,
1001207,100215,2024-12-25,2025-01-24,2024-12-22,PO-99972,grow back-end portals,,1902.92,42.18,0.0,0.0,,,00,1,1,200,,, 12,41225Y1241,,2,2082-05-30,,, 207186,
1001208,100120,2024-11-03,2024-12-18,2024-10-30,PO-60630,mesh customized synergies,,43720.26,4107.87,0.0,0.0,,,00,1,1,200,,, 12,41103Y1241,,2,,,, 116391,
1001209,100327,2024-03-20,2024-05-04,2024-03-15,,unleash bleeding-edge interfac,,3883.97,189.45,0.0,0.0,,,00,1,1,200,,, 12,40320Y1240,,0,,,, 637196,
1001210,100438,2023-07-30,2023-08-14,2023-07-26,,reinvent wireless content,,619.27,57.36,0.0,,,,00,1,1,200,,, 12,30730Y1230,2030-12-30,9,,,, 646877,
1001211,100442,2023-01-13,2023-02-12,2023-01-10,,leverage cutting-edge systems,,1468.44,85.46,0.0,,,,00,1,1,200,,, 12,30113Y1230,2013-12-30,9,,,, 192492,
1001212,100175,2024-05-28,2024-06-12,2024-05-26,PO-38110,engage revolutionary convergen,,364.28,3.92,20.23,,,,00,1,1,200,,, 12,40528Y1240,,9,,,, 598970,
1001213,100387,2023-06-26,2023-07-26,2023-06-23,,innovate robust infrastructure,,1722.58,90.35,0.0,,,,00,1,1,200,,, 12,30626Y1230,2026-12-30,7,,,, 378663,
1001214,100449,2023-10-24,2023-11-08,2023-10-22,PO-90703,facilitate distributed e-marke,,469.44,40.57,28.35,,,,00,1,1,200,,, 12,31024Y1231,,9,,,, 227940,
1001215,100371,2023-06-14,2023-07-14,2023-06-13,,integrate integrated technolog,,6325.61,299.13,0.0,,,,00,1,1,200,,, 12,30614Y1230,2014-12-30,6,2061-10-11,,, 346425,
1001216,100448,2023-08-01,2023-08-31,2023-07-28,PO-52526,mesh wireless bandwidth,,5628.3,313.95,40.22,0.0,,,00,1,1,200,,, 12,30801Y1230,,6,,,, 631040,
1001217,100221,2023-10-04,2023-10-19,2023-10-02,,whiteboard real-time mindshare,,1626.13,73.14,0.0,,,,00,1,1,200,,, 12,31004Y1231,,1,,,, 454303,
1001218,100270,2023-01-09,2023-02-08,2023-01-06,PO-65307,visualize interactive interfac,,4035.57,298.96,0.0,,,,00,1,1,200,,, 12,30109Y1230,,8,,,, 935298,
1001219,100459,2023-02-09,2023-03-11,2023-02-07,PO-90528,productize ubiquitous bandwidt,,3855.95,274.8,0.0,,,,00,1,1,200,,, 12,30209Y1230,2009-12-30,2,,,, 187008,
1001220,100431,2023-12-21,2024-01-20,2023-12-20,,engineer magnetic experiences,,7238.62,713.28,0.0,,,,00,1,1,200,,, 12,31221Y1231,,6,,,, 490598,
1001221,100342,2023-08-15,2023-09-29,2023-08-12,PO-19075,aggregate 24/365 paradigms,,3066.16,198.48,0.0,,,,00,1,1,200,,, 12,30815Y1230,,3,,,, 105840,
1001222,100174,2024-11-11,2024-11-26,2024-11-06,PO-99390,optimize visionary platforms,,811.87,2.74,0.0,,,,00,1,1,200,,, 12,41111Y1241,,2,,,, 397700,
1001223,100164,2024-08-30,2024-10-14,2024-08-25,PO-74307,integrate efficient e-business,,3559.27,185.01,0.0,,,,00,1,1,200,,, 12,40830Y1240,,9,,,, 623852,
1001224,100451,2023-07-15,2023-07-30,2023-07-12,PO-29622,envisioneer e-business converg,,721.32,67.56,0.0,0.0,,,00,1,1,200,,, 12,30715Y1230,,1,,,, 106674,
1001225,100069,2023-11-23,2023-12-23,2023-11-21,PO-19121,enhance bleeding-edge e-servic,,859.33,44.28,16.77,,,,00,1,1,200,,, 12,31123Y1231,,8,,,, 329049,
1001226,100428,2024-04-29,2024-05-29,2024-04-28,,drive transparent supply-chain,,1664.42,117.77,10.59,,,,00,1,1,200,,, 12,40429Y1240,,7,,,, 250169,
1001227,100465,2024-02-19,2024-03-20,2024-02-15,PO-21776,transform compelling methodolo,,857.05,0.61,0.0,,,,00,1,1,200,,, 12,40219Y1240,,2,,,, 356637,
1001228,100221,2023-06-20,2023-07-05,2023-06-18,PO-62956,incentivize clicks-and-mortar,,672.3,10.77,46.32,,,,00,1,1,200,,, 12,30620Y1230,2020-12-31,2,,,, 840469,
1001229,100046,2024-03-03,2024-04-02,2024-02-28,PO-57603,reinvent integrated functional,,6986.42,123.62,0.0,,,,00,1,1,200,,, 12,40303Y1240,,7,,,, 758227,
1001230,100145,2024-06-09,2024-06-24,2024-06-04,,unleash one-to-one e-business,,535.45,20.29,94.21,,,,00,1,1,200,,, 12,40609Y1240,,9,,,, 877939,
1001231,100241,2023-06-21,2023-07-06,2023-06-20,PO-33809,target killer networks,,888.34,58.42,0.0,,,,00,1,1,200,,, 12,30621Y1230,,0,,,, 560887,
1001232,100063,2024-05-21,2024-07-05,2024-05-17,PO-38478,orchestrate real-time mindshar,,6808.78,119.53,0.0,,,,00,1,1,200,,, 12,40521Y1240,,9,,,, 787232,
1001233,100312,2024-11-09,2024-11-24,2024-11-04,PO-90584,aggregate cross-media delivera,,969.96,92.8,32.58,,,,00,1,1,200,,, 12,41109Y1241,,1,,,, 876989,
1001234,100219,2024-04-27,2024-06-11,2024-04-25,PO-28857,e-enable B2C info-mediaries,,44670.14,4267.53,79.94,0.0,,,00,1,1,200,,, 12,40427Y1240,,0,,,, 274654,
1001235,100175,2023-11-27,2023-12-12,2023-11-22,,evolve back-end infrastructure,,687.99,48.33,0.0,,,,00,1,1,200,,, 12,31127Y1231,,2,,,, 423025,
1001236,100145,2023-07-19,2023-08-03,2023-07-15,,aggregate 24/7 info-mediaries,,476.09,23.29,0.0,0.0,,,00,1,1,200,,, 12,30719Y1230,,1,,,, 698782,
1001237,100179,2024-11-15,2024-12-15,2024-11-14,,brand clicks-and-mortar relati,,669.87,17.01,77.49,,,,00,1,1,200,,, 12,41115Y1241,,2,,,, 732928,
1001238,100438,2023-12-15,2023-12-30,2023-12-11,,enhance turn-key bandwidth,,863.15,50.26,0.0,,,,00,1,1,200,,, 12,31215Y1231,,8,,,, 447193,
1001239,100133,2024-06-07,2024-07-07,2024-06-04,,synergize global supply-chains,,1400.1,83.43,91.07,0.0,,,00,1,1,200,,, 12,40607Y1240,,6,,,, 644153,
1001240,100131,2024-03-04,2024-05-03,2024-02-29,PO-17115,re-intermediate dynamic relati,,10880.07,30.55,0.0,,,,00,1,1,200,,, 12,40304Y1240,,0,,,, 297594,
1001241,100092,2023-10-20,2023-12-04,2023-10-15,PO-84569,transition customized synergie,,1338.91,5.95,48.89,0.0,,,00,1,1,200,,, 12,31020Y1231,1920-12-31,2,,,, 466281,
1001242,100365,2024-12-14,2025-01-13,2024-12-09,PO-41037,visualize world-class relation,,579.05,42.85,37.22,0.0,,,00,1,1,200,,, 12,41214Y1241,,2,,,, 660977,
1001243,100210,2023-06-18,2023-07-18,2023-06-15,PO-40970,unleash web-enabled portals,,1863.74,148.86,79.03,,,,00,1,1,200,,, 12,30618Y1230,,6,,,, 776758,
1001244,100043,2024-09-05,2024-10-05,2024-09-04,PO-31365,transform impactful interfaces,,1666.41,142.51,0.0,,,,00,1,1,200,,, 12,40905Y1240,,2,,,, 863319,
1001245,100303,2023-04-21,2023-06-05,2023-04-16,,harness end-to-end metrics,,9086.86,788.37,0.0,,,,00,1,1,200,,, 12,30421Y1230,,9,,,, 715387,
1001246,100398,2023-08-29,2023-09-28,2023-08-24,,re-intermediate virtual archit,,826.85,1.99,0.0,,,,00,1,1,200,,, 12,30829Y1230,,2,,,, 963239,
1001247,100105,2024-05-01,2024-05-16,2024-04-30,,generate one-to-one web servic,,1840.98,106.14,8.26,0.0,,,00,1,1,200,,, 12,40501Y1240,,1,,,, 764053,
1001248,100081,2024-08-20,2024-09-19,2024-08-16,PO-96531,brand intuitive e-markets,,1517.16,17.53,0.0,0.0,,,00,1,1,200,,, 12,40820Y1240,,8,,,, 156102,
1001249,100060,2023-05-21,2023-06-20,2023-05-17,,morph dot-com e-business,,1290.51,96.27,0.0,,,,00,1,1,200,,, 12,30521Y1230,,5,,,, 143884,
1001250,100063,2024-11-22,2025-01-06,2024-11-19,PO-79357,iterate bleeding-edge synergie,,6557.57,20.93,0.0,0.0,,,00,1,1,200,,, 12,41122Y1241,,1,,,, 360753,
1001251,100106,2024-01-09,2024-02-08,2024-01-07,PO-54212,visualize dynamic deliverables,,932.93,69.67,0.0,,,,00,1,1,200,,, 12,40109Y1240,,1,,,, 662192,
1001252,100006,2023-10-02,2023-10-17,2023-09-30,,maximize scalable methodologie,,1388.61,63.23,81.13,,,,00,1,1,200,,, 12,31002Y1231,,8,,,, 123812,
1001253,100420,2024-06-01,2024-07-01,2024-05-29,PO-29677,engage wireless info-mediaries,,6025.48,237.88,0.0,0.0,,,00,1,1,200,,, 12,40601Y1240,,6,,,, 400640,
1001254,100201,2023-06-09,2023-07-09,2023-06-05,PO-18653,streamline back-end web servic,,2159.27,181.38,0.0,0.0,,,00,1,1,200,,, 12,30609Y1230,2009-12-31,1,,,, 871734,
1001255,100350,2024-05-08,2024-07-07,2024-05-03,PO-12239,target interactive functionali,,5055.62,470.53,56.89,,,,00,1,1,200,,, 12,40508Y1240,,2,,,, 339980,
1001256,100241,2024-11-16,2024-12-01,2024-11-13,PO-60773,harness next-generation partne,,413.57,11.39,0.0,,,,00,1,1,200,,, 12,41116Y1241,,2,,,, 899614,
1001257,100492,2023-02-22,2023-03-24,2023-02-20,,mesh global channels,,2173.0,183.91,0.0,,,,00,1,1,200,,, 12,30222Y1230,2022-12-30,3,,,, 156429,
1001258,100225,2023-03-01,2023-03-31,2023-02-26,,drive impactful technologies,,2108.02,129.49,0.0,,,,00,1,1,200,,, 12,30301Y1230,2001-12-30,5,,,, 749513,
1001259,100032,2024-04-10,2024-04-25,2024-04-05,,whiteboard magnetic web-readin,,498.8,35.99,0.0,,,,00,1,1,200,,, 12,40410Y1240,,5,,,, 236301,
1001260,100066,2024-07-12,2024-08-26,2024-07-10,PO-99712,scale user-centric metrics,,43700.49,2320.7,10.7,,,,00,1,1,200,,, 12,40712Y1240,,8,,,, 773228,
1001261,100003,2023-08-20,2023-09-04,2023-08-19,,whiteboard innovative e-market,,599.31,42.57,0.0,,,,00,1,1,200,,, 12,30820Y1230,,0,,,, 525239,
1001262,100263,2023-01-11,2023-02-10,2023-01-08,PO-58613,incentivize B2B e-services,,6079.85,467.18,0.0,,,,00,1,1,200,,, 12,30111Y1230,,7,,,, 718788,
1001263,100361,2024-06-04,2024-07-04,2024-06-03,,drive bleeding-edge web servic,,1601.08,55.72,0.0,0.0,,,00,1,1,200,,, 12,40604Y1240,,7,2011-12-20,,, 584175,
1001264,100231,2024-07-29,2024-08-28,2024-07-24,,incubate B2C functionalities,,204.92,0.9,0.0,,,,00,1,1,200,,, 12,40729Y1240,,1,,,, 127939,
1001265,100428,2024-10-27,2024-11-26,2024-10-23,,reinvent enterprise metrics,,1840.64,145.88,0.0,,,,00,1,1,200,,, 12,41027Y1241,,1,,,, 612737,
1001266,100086,2024-03-17,2024-05-01,2024-03-14,PO-29415,re-intermediate world-class co,,4814.25,20.52,0.0,,,,00,1,1,200,,, 12,40317Y1240,,2,,,, 131962,
1001267,100460,2024-10-24,2024-11-08,2024-10-23,PO-23325,deploy dot-com portals,,1495.63,145.7,46.35,,,,00,1,1,200,,, 12,41024Y1241,,1,,,, 156500,
1001268,100245,2024-07-08,2024-08-07,2024-07-03,PO-74491,incentivize cutting-edge users,,741.36,24.62,81.3,,,,00,1,1,200,,, 12,40708Y1240,,9,,,, 309185,
1001269,100426,2024-12-10,2025-01-09,2024-12-09,PO-33819,embrace intuitive content,,921.11,10.52,0.0,0.0,,,00,1,1,200,,, 12,41210Y1241,,2,,,, 657519,
1001270,100456,2023-02-03,2023-03-05,2023-01-31,PO-36812,morph proactive metrics,,1150.62,40.89,0.0,,,,00,1,1,200,,, 12,30203Y1230,,6,,,, 688521,
1001271,100002,2024-02-15,2024-03-16,2024-02-13,PO-67603,syndicate strategic supply-cha,,800.77,80.06,77.7,,,,00,1,1,200,,, 12,40215Y1240,,5,,,, 979053,
1001272,100232,2024-05-07,2024-05-22,2024-05-06,PO-28117,generate leading-edge function,,900.67,39.34,0.0,,,,00,1,1,200,,, 12,40507Y1240,,2,,,, 995221,
1001273,100252,2023-05-02,2023-06-01,2023-05-01,PO-53297,syndicate compelling e-busines,,1170.83,6.74,0.0,,,,00,1,1,200,,, 12,30502Y1230,2002-12-30,6,,,, 717940,
1001274,100012,2024-02-26,2024-03-27,2024-02-22,,scale B2C web-readiness,,7795.86,619.85,0.0,,,,00,1,1,200,,, 12,40226Y1240,,0,,,, 139165,
1001275,100010,2023-10-12,2023-10-27,2023-10-07,PO-92716,incentivize plug-and-play comm,,1548.24,40.67,0.0,0.0,,,00,1,1,200,,, 12,31012Y1231,1912-12-31,2,,,, 382650,
1001276,100304,2024-06-12,2024-06-27,2024-06-07,PO-87286,strategize impactful web-readi,,102.72,2.56,6.58,,,,00,1,1,200,,, 12,40612Y1240,,7,,,, 777992,
1001277,100441,2024-01-07,2024-01-22,2024-01-03,PO-94938,optimize clicks-and-mortar ROI,,1276.28,63.42,78.33,,,,00,1,1,200,,, 12,40107Y1240,,8,,,, 308314,
1001278,100246,2024-03-28,2024-05-12,2024-03-25,,maximize holistic bandwidth,,6312.85,432.53,38.22,,,,00,1,1,200,,, 12,40328Y1240,,0,,,, 204413,
1001279,100080,2024-12-09,2024-12-24,2024-12-06,,generate 24/365 metrics,,589.31,16.89,0.0,,,,00,1,1,200,,, 12,41209Y1241,,2,,,, 899219,
1001280,100174,2024-09-14,2024-09-29,2024-09-09,PO-86397,harness cross-media partnershi,,986.41,20.81,0.0,,,,00,1,1,200,,, 12,40914Y1240,,1,,,, 219473,
1001281,100327,2023-04-17,2023-06-01,2023-04-13,PO-96549,drive customized niches,,5014.61,7.35,91.11,,,,00,1,1,200,,, 12,30417Y1230,,6,,,, 127584,
1001282,100114,2023-12-17,2024-01-31,2023-12-16,PO-30756,architect impactful bandwidth,,26027.08,1341.88,54.06,,,,00,1,1,200,,, 12,31217Y1231,2017-12-31,2,,,, 797678,
1001283,100352,2023-11-07,2023-11-22,2023-11-02,PO-20969,seize impactful experiences,,249.37,20.03,0.0,,,,00,1,1,200,,, 12,31107Y1231,,5,,,, 487319,
1001284,100365,2023-03-17,2023-04-16,2023-03-12,PO-29215,disintermediate distributed co,,1463.27,90.02,0.0,,,,00,1,1,200,,, 12,30317Y1230,2017-12-30,7,,,, 187556,
1001285,100236,2023-01-11,2023-02-10,2023-01-08,PO-76613,integrate bricks-and-clicks in,,48313.37,3531.5,0.0,,,,00,1,1,200,,, 12,30111Y1230,,1,,,, 954923,
1001286,100436,2024-11-22,2024-12-22,2024-11-20,,scale B2B networks,,8662.61,840.71,89.42,,,,00,1,1,200,,, 12,41122Y1241,,2,,,, 573213,
1001287,100466,2024-12-26,2025-01-25,2024-12-22,PO-58994,engage global mindshare,,8950.97,467.19,23.31,0.0,,,00,1,1,200,,, 12,41226Y1241,,2,,,, 112094,
1001288,100286,2024-09-04,2024-09-19,2024-08-31,PO-97370,leverage one-to-one paradigms,,510.64,41.46,0.0,,,,00,1,1,200,,, 12,40904Y1240,,2,,,, 969070,
1001289,100447,2024-01-16,2024-02-15,2024-01-12,,aggregate strategic communitie,,2618.47,49.47,0.0,,,,00,1,1,200,,, 12,40116Y1240,,8,,,, 800431,
1001290,100045,2023-11-08,2023-12-08,2023-11-04,PO-76150,seize distributed users,,9407.34,480.62,0.0,0.0,,,00,1,1,200,,, 12,31108Y1231,,4,,,, 585867,
1001291,100386,2023-12-11,2024-01-25,2023-12-10,,implement innovative e-busines,,7769.41,449.53,93.02,,,,00,1,1,200,,, 12,31211Y1231,,6,,,, 471868,
1001292,100123,2023-08-04,2023-08-19,2023-08-01,PO-74796,incubate collaborative portals,,1484.09,38.39,79.01,,,,00,1,1,200,,, 12,30804Y1230,,0,,,, 773528,
1001293,100134,2024-05-12,2024-06-11,2024-05-09,PO-56405,leverage holistic e-business,,2593.26,73.68,69.09,,,,00,1,1,200,,, 12,40512Y1240,,0,,,, 916872,
1001294,100495,2023-06-02,2023-07-17,2023-05-30,PO-89265,strategize world-class partner,,5142.16,410.27,67.0,,,,00,1,1,200,,, 12,30602Y1230,2002-12-30,8,,,, 836111,
1001295,100342,2023-08-27,2023-10-11,2023-08-24,PO-66270,facilitate e-business methodol,,3547.36,216.33,0.0,,,,00,1,1,200,,, 12,30827Y1230,,8,,,, 378548,
1001296,100240,2023-09-23,2023-10-23,2023-09-20,,evolve robust mindshare,,560.53,8.5,0.0,,,,00,1,1,200,,, 12,30923Y1230,2023-12-31,1,,,, 267570,
1001297,100496,2024-01-28,2024-02-27,2024-01-26,,morph end-to-end channels,,840.03,63.85,40.66,,,,00,1,1,200,,, 12,40128Y1240,,6,,,, 927687,
1001298,100414,2024-05-18,2024-07-02,2024-05-13,,implement best-of-breed e-mark,,14990.12,801.4,0.0,,,,00,1,1,200,,, 12,40518Y1240,,5,,,, 244136,
1001299,100140,2023-04-05,2023-05-05,2023-04-04,PO-91689,harness robust eyeballs,,455.67,6.9,52.72,,,,00,1,1,200,,, 12,30405Y1230,,7,,,, 193513,
1001300,100162,2023-01-03,2023-02-02,2022-12-29,PO-31396,productize dynamic web service,,332.94,33.25,0.0,0.0,,,00,1,1,200,,, 12,30103Y1230,2003-12-30,7,,,, 849453,
1001301,100217,2024-08-21,2024-10-05,2024-08-19,,empower 24/365 bandwidth,,1971.64,42.06,89.44,,,,00,1,1,200,,, 12,40821Y1240,,0,,,, 436821,
